0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2024年6月16日（日曜） 4回京都6日,8,4,7,マリネロ,牝5,50.0,松若 風馬,1:57.9,クビ,11131214,34.2,424(-2),嘉藤 貴行,14
2024年6月16日（日曜） 4回京都6日,9,2,3,ピンハイ,牝5,54.0,北村 友一,1:58.0,１／２,8111212,34.5,408(-4),田中 克典,8
2024年6月16日（日曜） 4回京都6日,10,5,9,コスタボニータ,牝5,56.0,岩田 望来,1:58.1,クビ,14151514,34.3,480(+10),杉山 佳明,3
2024年6月16日（日曜） 4回京都6日,11,6,11,インザオベーション,牝5,51.0,荻野 極,1:58.4,１ 3/4,4434,35.6,472(-6),武 幸四郎,12
2024年6月16日（日曜） 4回京都6日,12,1,2,ジューンオレンジ,牝4,54.0,富田 暁,1:58.5,１／２,4454,35.6,454(0),長谷川 浩大,13
2024年6月16日（日曜） 4回京都6日,13,2,4,ミッキーゴージャス,牝4,56.5,浜中 俊,1:58.6,１／２,3333,35.9,452(+8),安田 翔伍,2
2024年6月16日（日曜） 4回京都6日,14,1,1,ベリーヴィーナス,牝5,53.0,藤懸 貴志,1:58.6,ハナ,2222,36.4,496(0),鈴木 孝志,10
2024年6月16日（日曜） 4回京都6日,15,6,12,タガノパッション,牝6,53.0,M.デムーロ,1:59.4,５,8657,36.4,486(+10),武 幸四郎,5
2024年6月16日（日曜） 4回京都6日,16,5,10,ゴールドエクリプス,牝5,53.0,幸 英明,2:00.0,３ 1/2,1111910,36.7,496(+2),大久保 龍志,9
2024年6月22日（土曜） 3回東京7日,1,3,3,ジューンベロシティ,牡6,60.0,高田 潤,3:26.5,,1211,13.3,468(+2),武 英智,2
2024年6月22日（土曜） 3回東京7日,2,6,9,ロスコフ,牡6,60.0,草野 太郎,3:26.6,クビ,6643,13.3,502(-2),久保田 貴士,6
2024年6月22日（土曜） 3回東京7日,3,8,13,ヴェイルネビュラ,せん6,60.0,五十嵐 雄祐,3:27.5,５,131365,13.3,492(-2),大竹 正博,5
2024年6月22日（土曜） 3回東京7日,4,6,10,ブラックボイス,牡5,60.0,石神 深一,3:28.2,４,3122,13.4,520(+2),宮田 敬介,3
2024年6月22日（土曜） 3回東京7日,5,7,11,サクセスエース,牡6,60.0,上野 翔,3:28.2,アタマ,4355,13.4,496(0),竹内 正洋,8
2024年6月22日（土曜） 3回東京7日,6,7,12,トゥルボー,牡8,60.0,中村 将之,3:28.3,３／４,2333,13.4,514(-8),小笠 倫弘,12
2024年6月22日（土曜） 3回東京7日,7,8,14,オールザワールド,牡7,60.0,森 一馬,3:28.7,２,8765,13.4,470(-2),中竹 和也,1
2024年6月22日（土曜） 3回東京7日,8,4,6,ロードトゥフェイム,牡6,60.0,坂口 智康,3:29.5,５,891212,13.5,504(0),尾形 和幸,7
2024年6月22日（土曜） 3回東京7日,9,5,8,ナリノモンターニュ,牡7,60.0,金子 光希,3:30.0,３,12101110,13.5,522(+4),上原 博之,10
2024年6月22日（土曜） 3回東京7日,10,1,1,ダイシンクローバー,せん8,61.0,黒岩 悠,3:30.6,３ 1/2,6788,13.5,496(-12),高橋 一哉,11
2024年6月22日（土曜） 3回東京7日,11,4,5,ヴァレッタカズマ,牡5,60.0,小野寺 祐太,3:31.4,５,111088,13.6,506(0),藤野 健太,9
2024年6月22日（土曜） 3回東京7日,12,3,4,ギガバッケン,せん9,60.0,伴 啓太,3:32.3,５,8101313,13.7,534(-2),岩戸 孝樹,14
2024年6月22日（土曜） 3回東京7日,13,5,7,コウユーヌレエフ,牡10,60.0,小牧 加矢太,3:36.1,大差,45810,13.9,494(-18),斉藤 崇史,13
2024年6月22日（土曜） 3回東京7日,中止,2,2,ホッコーメヴィウス,せん8,60.0,井上 敏樹,,,,,468(-6),清水 久詞,4
2024年6月23日（日曜） 4回京都8日,1,8,12,ブローザホーン,牡5,58.0,菅原 明良,2:12.0,,1111107,34.0,428(+4),吉岡 辰弥,3
2024年6月23日（日曜） 4回京都8日,2,6,9,ソールオリエンス,牡4,58.0,横山 武史,2:12.3,２,771211,34.0,460(+4),手塚 貴久,7
2024年6月23日（日曜） 4回京都8日,3,3,3,ベラジオオペラ,牡4,58.0,横山 和生,2:12.4,クビ,3432,34.8,518(+12),上村 洋行,5
2024年6月23日（日曜） 4回京都8日,4,5,7,プラダリア,牡5,58.0,池添 謙一,2:12.4,クビ,3221,34.9,468(-2),池添 学,6
2024年6月23日（日曜） 4回京都8日,5,7,10,ローシャムパーク,牡5,58.0,戸崎 圭太,2:12.9,３,9934,35.3,506(+2),田中 博康,4
2024年6月23日（日曜） 4回京都8日,6,4,4,ドウデュース,牡5,58.0,武 豊,2:12.9,クビ,11111311,34.6,508(前計不),友道 康夫,1
2024年6月23日（日曜） 4回京都8日,7,4,5,ディープボンド,牡7,58.0,幸 英明,2:12.9,クビ,5585,35.2,508(0),大久保 龍志,8
2024年6月23日（日曜） 4回京都8日,8,8,13,ルージュエヴァイユ,牝5,56.0,川田 将雅,2:12.9,ハナ,1112,35.3,468(+4),黒岩 陽一,10
2024年6月23日（日曜） 4回京都8日,9,7,11,ヤマニンサンパ,牡6,58.0,団野 大成,2:13.3,２,1313107,35.3,474(-10),斉藤 崇史,13
2024年6月23日（日曜） 4回京都8日,10,2,2,ジャスティンパレス,牡5,58.0,C.ルメール,2:13.6,１ 3/4,7755,35.9,472(前計不),杉山 晴紀,2
2024年6月23日（日曜） 4回京都8日,11,1,1,シュトルーヴェ,せん5,58.0,D.レーン,2:14.5,５,9957,36.7,470(-8),堀 宣行,9
2024年6月23日（日曜） 4回京都8日,12,5,6,ヒートオンビート,牡7,58.0,坂井 瑠星,2:15.5,６,65913,37.3,476(+4),友道 康夫,12
2024年6月23日（日曜） 4回京都8日,13,6,8,カラテ,牡8,58.0,岩田 望来,2:15.8,１ 1/2,2357,37.8,530(-4),音無 秀孝,11
2024年6月30日（日曜） 2回福島2日,1,5,5,オフトレイル,牡3,56.0,田辺 裕信,1:45.3,,12111111,34.2,444(+10),吉村 圭司,6
2024年6月30日（日曜） 2回福島2日,2,1,1,シリウスコルト,牡3,56.0,三浦 皇成,1:45.3,アタマ,6683,34.5,478(+6),宗像 義忠,4
2024年6月30日（日曜） 2回福島2日,3,4,4,ヤマニンアドホック,牡3,54.0,津村 明秀,1:45.5,１ 1/4,4465,34.9,454(+8),辻 哲英,5
2024年6月30日（日曜） 2回福島2日,4,2,2,メイショウヨゾラ,牝3,51.0,吉田 豊,1:45.6,クビ,1111,35.3,466(0),高柳 瑞樹,12
2024年6月30日（日曜） 2回福島2日,5,8,12,ショーマンフリート,牡3,54.0,菅原 明良,1:45.9,１ 3/4,8847,35.4,486(-6),手塚 貴久,3
2024年6月30日（日曜） 2回福島2日,6,7,9,ログラール,牡3,54.0,北村 友一,1:46.0,３／４,10101111,34.9,470(-4),松永 幹夫,11
2024年6月30日（日曜） 2回福島2日,7,5,6,ウインマクシマム,牡3,55.0,松岡 正海,1:46.2,１ 1/2,8888,35.5,480(+2),畠山 吉宏,2
2024年6月30日（日曜） 2回福島2日,8,8,11,ジュンゴールド,牡3,54.0,荻野 極,1:46.3,３／４,4543,35.8,482(0),友道 康夫,10
2024年6月30日（日曜） 2回福島2日,9,6,8,サトノシュトラーセ,牡3,56.0,M.デムーロ,1:46.4,クビ,111168,35.8,514(0),友道 康夫,1
2024年6月30日（日曜） 2回福島2日,10,7,10,ミナデオロ,牡3,57.0,西塚 洸二,1:46.7,１ 3/4,3322,36.3,494(+8),藤原 英昭,9
2024年6月30日（日曜） 2回福島2日,11,6,7,アレグロブリランテ,牡3,56.0,横山 和生,1:46.7,アタマ,6688,36.0,466(0),上原 佑紀,7
2024年6月30日（日曜） 2回福島2日,12,3,3,セットアップ,牡3,58.0,戸崎 圭太,1:47.2,３,2225,36.8,484(前計不),鹿戸 雄一,8
2024年6月30日（日曜） 3回小倉2日,1,6,12,ピューロマジック,牝3,53.0,松山 弘平,1:07.9,,11,35.6,452(+6),安田 翔伍,3
2024年6月30日（日曜） 3回小倉2日,2,8,16,ヨシノイースター,牡6,57.0,丸山 元気,1:08.0,１／２,32,35.3,484(-4),中尾 秀正,9
2024年6月30日（日曜） 3回小倉2日,3,4,7,モズメイメイ,牝4,55.0,国分 恭介,1:08.3,１ 3/4,95,35.1,468(+12),音無 秀孝,16
2024年6月30日（日曜） 3回小倉2日,4,7,13,カンチェンジュンガ,牡4,55.0,田口 貫太,1:08.3,クビ,119,34.9,486(+2),庄野 靖志,10
2024年6月30日（日曜） 3回小倉2日,5,7,15,ショウナンハクラク,牡5,56.0,小沢 大仁,1:08.3,ハナ,1113,34.9,474(0),松下 武士,17
2024年6月30日（日曜） 3回小倉2日,6,7,14,ナナオ,牝3,52.0,和田 竜二,1:08.4,クビ,78,35.3,434(-2),小栗 実,2
2024年6月30日（日曜） 3回小倉2日,7,3,5,メイショウソラフネ,牡5,56.0,横山 典弘,1:08.8,２ 1/2,119,35.4,442(-2),石橋 守,11
2024年6月30日（日曜） 3回小倉2日,8,3,6,ヤクシマ,牡4,55.0,幸 英明,1:08.8,クビ,1614,35.2,520(-4),寺島 良,15
2024年6月30日（日曜） 3回小倉2日,9,5,10,エイシンスポッター,牡5,58.0,角田 大河,1:08.9,アタマ,119,35.5,498(-6),吉村 圭司,7
2024年6月30日（日曜） 3回小倉2日,10,8,18,バースクライ,牝4,55.0,西村 淳也,1:09.0,１／２,79,35.9,492(+12),千田 輝彦,8
2024年6月30日（日曜） 3回小倉2日,11,1,1,ディヴィナシオン,牡7,56.0,松本 大輝,1:09.1,３／４,1614,35.4,480(+4),森 秀行,14
2024年6月30日（日曜） 3回小倉2日,12,2,3,サーマルウインド,牝5,55.5,川田 将雅,1:09.1,クビ,55,36.1,530(+4),奥村 武,1
2024年6月30日（日曜） 3回小倉2日,13,4,8,トゥラヴェスーラ,牡9,58.0,永島 まなみ,1:09.1,ハナ,1817,35.3,476(-18),高橋 康之,13
2024年6月30日（日曜） 3回小倉2日,14,2,4,グランテスト,牝4,53.0,坂井 瑠星,1:09.3,３／４,55,36.3,476(+8),今野 貞一,6
2024年6月30日（日曜） 3回小倉2日,15,8,17,メディーヴァル,牡6,53.0,小崎 綾也,1:09.3,クビ,1117,35.9,470(-2),寺島 良,18
2024年6月30日（日曜） 3回小倉2日,16,6,11,ジャスパークローネ,牡5,58.5,団野 大成,1:09.7,２ 1/2,914,36.4,488(前計不),森 秀行,5
2024年6月30日（日曜） 3回小倉2日,17,5,9,ペアポルックス,牡3,54.0,松若 風馬,1:09.7,クビ,22,37.2,468(-6),梅田 智之,4
2024年6月30日（日曜） 3回小倉2日,18,1,2,テイエムスパーダ,牝5,56.0,酒井 学,1:09.9,３／４,34,37.3,490(-14),木原 一良,12
2024年7月7日（日曜） 2回福島4日,1,3,4,レッドラディエンス,牡5,57.0,戸崎 圭太,1:57.9,,8888,34.9,488(-8),友道 康夫,2
2024年7月7日（日曜） 2回福島4日,2,6,11,キングズパレス,牡5,57.0,松岡 正海,1:58.2,２,10999,34.9,496(-2),戸田 博文,1
2024年7月7日（日曜） 2回福島4日,3,4,7,ノッキングポイント,牡4,57.5,杉原 誠人,1:58.3,クビ,6666,36.0,486(-8),木村 哲也,8
2024年7月7日（日曜） 2回福島4日,4,5,8,ダンディズム,せん8,57.0,三浦 皇成,1:58.4,クビ,5554,36.5,466(-2),野中 賢二,9
2024年7月7日（日曜） 2回福島4日,5,6,10,リフレーミング,牡6,57.0,丸田 恭介,1:58.5,１／２,12131113,35.0,470(+2),鮫島 一歩,3
2024年7月7日（日曜） 2回福島4日,6,2,2,レッドランメルト,牡5,56.0,吉田 豊,1:58.5,クビ,4432,36.7,516(-4),国枝 栄,12
2024年7月7日（日曜） 2回福島4日,7,4,6,アラタ,牡7,58.0,横山 典弘,1:58.6,クビ,1011119,35.1,470(-4),和田 勇介,6
2024年7月7日（日曜） 2回福島4日,8,1,1,ノースザワールド,牡6,55.0,柴田 善臣,1:58.9,２,14141513,35.1,490(0),斎藤 誠,13
2024年7月7日（日曜） 2回福島4日,9,2,3,ボーンディスウェイ,牡5,56.0,木幡 巧也,1:58.9,アタマ,3332,37.2,490(-2),牧 光二,4
2024年7月7日（日曜） 2回福島4日,10,3,5,カレンルシェルブル,牡6,57.0,田辺 裕信,1:59.0,クビ,15151111,35.5,512(+4),安田 翔伍,5
2024年7月7日（日曜） 2回福島4日,11,5,9,バビット,牡7,57.0,内田 博幸,1:59.1,３／４,1111,37.8,460(+2),浜田 多実雄,10
2024年7月7日（日曜） 2回福島4日,12,7,12,ダンテスヴュー,牡5,55.0,石橋 脩,1:59.5,２ 1/2,99911,36.2,484(+18),友道 康夫,14
2024年7月7日（日曜） 2回福島4日,13,8,14,フェーングロッテン,せん5,58.0,石川 裕紀人,1:59.5,アタマ,7777,36.8,468(-10),宮本 博,11
2024年7月7日（日曜） 2回福島4日,14,8,15,セイウンプラチナ,牡5,55.0,原 優介,1:59.8,２,2224,38.4,498(0),千葉 直人,7
2024年7月7日（日曜） 2回福島4日,15,7,13,グレンガリー,せん9,53.0,丸山 元気,2:02.9,大差,12111115,39.4,440(-4),萩原 清,15
2024年7月7日（日曜） 3回小倉4日,1,6,11,ヤマニンウルス,牡4,57.0,武 豊,1:42.7,,4331,37.5,584(+2),斉藤 崇史,1
2024年7月7日（日曜） 3回小倉4日,2,3,5,スレイマン,牡6,57.0,西村 淳也,1:43.2,３,5543,37.8,546(0),池添 学,3
2024年7月7日（日曜） 3回小倉4日,3,1,1,マリオロード,牡5,57.0,松山 弘平,1:43.3,３／４,101099,37.4,496(-12),安達 昭夫,12
2024年7月7日（日曜） 3回小倉4日,4,5,9,ハピ,牡5,57.0,菱田 裕二,1:43.3,クビ,1111116,37.3,484(-2),大久保 龍志,2
2024年7月7日（日曜） 3回小倉4日,5,2,3,ゲンパチルシファー,牡8,57.0,団野 大成,1:43.3,クビ,14141414,36.7,506(-10),佐々木 晶三,14
2024年7月7日（日曜） 3回小倉4日,6,1,2,ヴァンヤール,牡6,57.0,荻野 極,1:43.5,３／４,5676,37.9,534(+4),庄野 靖志,8
2024年7月7日（日曜） 3回小倉4日,7,8,16,ラインオブソウル,牡5,57.0,松若 風馬,1:43.6,１／２,15141414,36.9,522(+8),音無 秀孝,10
2024年7月7日（日曜） 3回小倉4日,8,7,14,ブラックアーメット,牡6,57.0,泉谷 楓真,1:43.6,クビ,13121312,37.3,504(0),角田 晃一,4
2024年7月7日（日曜） 3回小倉4日,9,2,4,リプレーザ,牡6,58.0,国分 優作,1:44.1,２ 1/2,1112119,38.0,492(-14),大根田 裕之,16
2024年7月7日（日曜） 3回小倉4日,10,4,8,ウェルカムニュース,牡5,57.0,M.デムーロ,1:44.2,１／２,16161616,37.1,492(-8),池江 泰寿,11
2024年7月7日（日曜） 3回小倉4日,11,5,10,メイショウダジン,牡7,57.0,小沢 大仁,1:44.2,ハナ,7746,38.7,466(-8),渡辺 薫彦,15
2024年7月7日（日曜） 3回小倉4日,12,8,15,グロリアムンディ,牡6,58.0,幸 英明,1:44.5,２,7744,39.0,512(+2),大久保 龍志,7
2024年7月7日（日曜） 3回小倉4日,13,6,12,デシエルト,牡5,57.0,岩田 康誠,1:44.8,１ 1/2,99912,39.0,522(-8),安田 翔伍,5
2024年7月7日（日曜） 3回小倉4日,14,7,13,ブルーサン,牡3,54.0,和田 竜二,1:45.0,１ 1/2,1112,40.1,506(-2),川村 禎彦,6
2024年7月7日（日曜） 3回小倉4日,15,3,6,レガーメペスカ,牡7,57.0,田口 貫太,1:46.2,７,3379,40.6,494(0),藤野 健太,13
2024年7月7日（日曜） 3回小倉4日,16,4,7,バスラットレオン,牡6,58.0,坂井 瑠星,1:46.2,クビ,2224,41.2,496(-6),矢作 芳人,9
2024年7月13日（土曜） 1回函館11日,1,5,7,サトノカルナバル,牡2,55.0,佐々木 大輔,1:09.2,,44,34.8,496(+2),堀 宣行,1
2024年7月13日（土曜） 1回函館11日,2,4,5,ニシノラヴァンダ,牝2,55.0,永野 猛蔵,1:09.4,１ 1/4,11,35.4,420(+4),奥平 雅士,8
2024年7月13日（土曜） 1回函館11日,3,1,1,エンドレスサマー,牡2,55.0,横山 和生,1:09.4,アタマ,22,35.1,500(+8),上原 佑紀,2
2024年7月13日（土曜） 1回函館11日,4,8,14,ヤンキーバローズ,牡2,55.0,岩田 康誠,1:09.5,１／２,109,34.2,466(-4),上村 洋行,5
2024年7月13日（土曜） 1回函館11日,5,6,10,カルプスペルシュ,牝2,55.0,鮫島 克駿,1:09.5,クビ,55,34.9,452(+4),石坂 公一,4
2024年7月13日（土曜） 1回函館11日,6,3,3,リリーフィールド,牝2,55.0,武 豊,1:09.7,１,1211,34.1,428(-8),小崎 憲,6
2024年7月13日（土曜） 1回函館11日,7,4,6,モズナナスター,牝2,55.0,菱田 裕二,1:09.8,１,22,35.6,454(-10),矢作 芳人,12
2024年7月13日（土曜） 1回函館11日,8,2,2,チギリ,牝2,55.0,北村 友一,1:09.9,クビ,1011,34.5,456(-2),鹿戸 雄一,9
2024年7月13日（土曜） 1回函館11日,9,6,9,ヴーレヴー,牝2,55.0,浜中 俊,1:09.9,ハナ,1211,34.4,468(+2),武 幸四郎,7
2024年7月13日（土曜） 1回函館11日,10,8,13,エメラヴィ,牝2,55.0,横山 武史,1:10.0,クビ,99,34.9,450(+10),松永 幹夫,3
2024年7月13日（土曜） 1回函館11日,11,3,4,ヒデノブルースカイ,牡2,55.0,高杉 吏麒,1:10.2,１ 1/4,77,35.3,420(0),梅田 智之,10
2024年7月13日（土曜） 1回函館11日,12,7,11,シュードタキライト,牡2,55.0,丹内 祐次,1:10.5,２,56,35.9,476(-2),菊川 正達,11
2024年7月13日（土曜） 1回函館11日,13,5,8,ラインパシオン,牝2,55.0,大江原 比呂,1:11.0,３,77,36.1,394(-4),水野 貴広,14
2024年7月13日（土曜） 1回函館11日,14,7,12,オカメノコイ,牝2,55.0,藤岡 佑介,1:13.8,大差,1414,37.6,452(+4),小笠 倫弘,13
2024年7月14日（日曜） 1回函館12日,1,6,12,ホウオウビスケッツ,牡4,57.5,岩田 康誠,1:59.2,,2222,35.3,506(-4),奥村 武,3
2024年7月14日（日曜） 1回函館12日,2,2,4,グランディア,せん5,56.0,三浦 皇成,1:59.8,３ 1/2,7765,35.3,476(-6),中内田 充正,4
2024年7月14日（日曜） 1回函館12日,3,5,9,アウスヴァール,せん6,54.0,古川 吉洋,1:59.9,３／４,1111,36.4,494(+10),昆 貢,14
2024年7月14日（日曜） 1回函館12日,4,1,1,サヴォーナ,牡4,57.5,池添 謙一,1:59.9,ハナ,109119,35.2,530(-2),中竹 和也,1
2024年7月14日（日曜） 1回函館12日,5,4,8,プラチナトレジャー,牡6,55.0,永野 猛蔵,2:00.1,３／４,1212118,35.3,480(-6),国枝 栄,15
2024年7月14日（日曜） 1回函館12日,6,8,15,チャックネイト,せん6,58.5,佐々木 大輔,2:00.1,ハナ,77109,35.5,476(-6),堀 宣行,6
2024年7月14日（日曜） 1回函館12日,7,3,5,サンストックトン,牡5,55.0,藤岡 佑介,2:00.3,１ 1/4,16161615,35.0,470(-2),鹿戸 雄一,9
2024年7月14日（日曜） 1回函館12日,8,3,6,リカンカブール,牡5,58.0,津村 明秀,2:00.3,クビ,3465,35.8,490(-8),田中 克典,11
2024年7月14日（日曜） 1回函館12日,9,8,16,マイネルクリソーラ,牡5,56.0,丹内 祐次,2:00.3,ハナ,10967,35.8,456(-4),手塚 貴久,10
2024年7月14日（日曜） 1回函館12日,10,5,10,トップナイフ,牡4,57.5,横山 和生,2:00.4,３／４,3333,36.2,480(-2),昆 貢,2
2024年7月14日（日曜） 1回函館12日,11,6,11,アケルナルスター,牡5,56.0,黛 弘人,2:00.6,３／４,141369,36.1,472(0),清水 英克,13
2024年7月14日（日曜） 1回函館12日,12,7,14,ハヤヤッコ,牡8,58.5,浜中 俊,2:00.6,ハナ,14131512,35.5,484(+2),国枝 栄,12
2024年7月14日（日曜） 1回函館12日,13,1,2,オニャンコポン,牡5,57.0,菱田 裕二,2:00.7,３／４,3434,36.4,486(-2),小島 茂之,8
2024年7月14日（日曜） 1回函館12日,14,4,7,エミュー,牝4,54.0,鮫島 克駿,2:00.7,アタマ,991112,35.9,434(+4),和田 正一郎,16
2024年7月14日（日曜） 1回函館12日,15,2,3,エンパイアウエスト,牝5,53.0,横山 武史,2:00.8,１／２,12131415,35.9,500(-8),黒岩 陽一,7
2024年7月14日（日曜） 1回函館12日,16,7,13,デビットバローズ,牡5,56.0,武 豊,2:02.9,大差,64512,38.5,522(+4),上村 洋行,5
2024年7月21日（日曜） 3回小倉8日,1,2,2,アルナシーム,牡5,57.0,横山 典弘,1:47.2,,7774,36.4,440(0),橋口 慎介,5
2024年7月21日（日曜） 3回小倉8日,2,4,6,エピファニー,牡5,58.0,杉原 誠人,1:47.2,クビ,99109,36.2,502(+4),宮田 敬介,2
2024年7月21日（日曜） 3回小倉8日,3,5,7,エルトンバローズ,牡4,59.0,西村 淳也,1:47.3,１／２,6662,36.8,516(-4),杉山 晴紀,1
2024年7月21日（日曜） 3回小倉8日,4,8,14,ロングラン,せん6,57.0,松山 弘平,1:47.4,３／４,13141412,35.9,480(0),和田 勇介,6
2024年7月21日（日曜） 3回小倉8日,5,8,13,ニホンピロキーフ,牡4,56.5,田口 貫太,1:47.5,１／２,1112139,36.2,474(-6),大橋 勇樹,3
2024年7月21日（日曜） 3回小倉8日,6,6,9,ボーデン,せん6,54.0,団野 大成,1:48.2,４,11111212,37.0,482(-8),上原 佑紀,8
2024年7月21日（日曜） 3回小倉8日,7,4,5,カテドラル,牡8,58.0,幸 英明,1:48.4,１ 1/2,1313119,37.3,490(-4),池添 学,11
2024年7月21日（日曜） 3回小倉8日,8,5,8,タガノパッション,牝6,53.0,M.デムーロ,1:48.4,ハナ,101074,37.6,478(-8),武 幸四郎,10
2024年7月21日（日曜） 3回小倉8日,9,6,10,ソレイユヴィータ,牝4,50.0,吉村 誠之助,1:48.5,クビ,4454,38.2,450(-8),杉山 晴紀,12
2024年7月21日（日曜） 3回小倉8日,10,7,11,アナゴサン,牡6,56.0,松若 風馬,1:48.9,２ 1/2,7774,38.1,472(-2),牧田 和弥,9
2024年7月21日（日曜） 3回小倉8日,11,3,4,ワールドリバイバル,牡6,55.0,小牧 太,1:49.2,１ 3/4,3324,39.0,508(-2),牧田 和弥,14
2024年7月21日（日曜） 3回小倉8日,12,3,3,セルバーグ,牡5,57.0,和田 竜二,1:49.3,１／２,2212,39.4,434(-4),鈴木 孝志,7
2024年7月21日（日曜） 3回小倉8日,13,7,12,セオ,牡4,57.0,岩田 康誠,1:49.4,１／２,4421,39.3,476(-8),上村 洋行,4
2024年7月21日（日曜） 3回小倉8日,14,1,1,テーオーシリウス,牡6,55.0,西塚 洸二,1:49.6,１ 1/4,11212,39.4,470(+6),奥村 豊,13
2024年7月27日（土曜） 2回新潟1日,1,4,5,ホッコーメヴィウス,せん8,60.0,小牧 加矢太,3:32.3,,1111,13.1,472(+4),清水 久詞,2
2024年7月27日（土曜） 2回新潟1日,2,7,11,サクセッション,せん7,60.0,石神 深一,3:32.4,１／２,111187,13.1,528(+10),国枝 栄,1
2024年7月27日（土曜） 2回新潟1日,3,5,6,パトリック,牡8,60.0,森 一馬,3:32.5,１／２,5665,13.1,482(0),岡田 稲男,4
2024年7月27日（土曜） 2回新潟1日,4,1,1,リレーションシップ,牡7,60.0,高田 潤,3:32.8,１ 3/4,1112108,13.1,520(+2),斉藤 崇史,10
2024年7月27日（土曜） 2回新潟1日,5,6,8,ニューツーリズム,せん8,60.0,伴 啓太,3:32.8,ハナ,2222,13.1,518(-2),黒岩 陽一,5
2024年7月27日（土曜） 2回新潟1日,6,8,13,トライフォーリアル,せん7,60.0,五十嵐 雄祐,3:32.9,３／４,56910,13.1,486(-6),萩原 清,7
2024年7月27日（土曜） 2回新潟1日,7,4,4,ウインチェレステ,牡6,60.0,金子 光希,3:32.9,クビ,8533,13.1,516(-4),畠山 吉宏,9
2024年7月27日（土曜） 2回新潟1日,8,5,7,サペラヴィ,牡7,60.0,江田 勇亮,3:33.1,１ 1/4,4435,13.1,474(-10),南田 美知雄,3
2024年7月27日（土曜） 2回新潟1日,9,7,10,エンデュミオン,牡7,60.0,小野寺 祐太,3:34.0,５,8933,13.2,460(+4),清水 久詞,6
2024年7月27日（土曜） 2回新潟1日,10,8,12,サイード,せん5,60.0,黒岩 悠,3:34.4,２ 1/2,561011,13.2,502(+4),角田 晃一,8
2024年7月27日（土曜） 2回新潟1日,11,6,9,ロンギングバース,せん6,60.0,大江原 圭,3:35.8,９,2278,13.3,462(+2),竹内 正洋,11
2024年7月27日（土曜） 2回新潟1日,12,2,2,ダイシンクローバー,せん8,61.0,中村 将之,3:35.9,クビ,8101212,13.3,492(-4),高橋 一哉,12
2024年7月27日（土曜） 2回新潟1日,13,3,3,マイネルヴァッサー,牡11,60.0,草野 太郎,3:36.6,４,13131313,13.3,432(+2),土田 稔,13
2024年7月28日（日曜） 2回新潟2日,1,7,15,モズメイメイ,牝4,55.0,国分 恭介,0:55.3,,,32.8,464(-4),音無 秀孝,3
2024年7月28日（日曜） 2回新潟2日,2,6,12,ウイングレイテスト,牡7,59.0,松岡 正海,0:55.4,クビ,,33.1,504(0),畠山 吉宏,2
2024年7月28日（日曜） 2回新潟2日,3,8,17,テイエムスパーダ,牝5,57.0,酒井 学,0:55.4,クビ,,33.5,490(0),木原 一良,8
2024年7月28日（日曜） 2回新潟2日,4,8,16,ディヴィナシオン,牡7,57.0,松山 弘平,0:55.5,１／２,,33.0,472(-8),森 秀行,5
2024年7月28日（日曜） 2回新潟2日,5,8,18,メディーヴァル,牡6,57.0,小崎 綾也,0:55.5,ハナ,,33.3,472(+2),寺島 良,13
2024年7月28日（日曜） 2回新潟2日,6,6,11,アビッグチア,牝6,55.0,丸山 元気,0:55.6,１／２,,32.9,512(+6),水野 貴広,16
2024年7月28日（日曜） 2回新潟2日,7,3,6,クムシラコ,牡6,57.0,内田 博幸,0:55.6,アタマ,,33.0,468(0),石毛 善彦,15
2024年7月28日（日曜） 2回新潟2日,8,2,3,ロードベイリーフ,牡7,57.0,和田 竜二,0:55.7,１／２,,32.7,500(+2),森田 直行,14
2024年7月28日（日曜） 2回新潟2日,9,7,13,チェイスザドリーム,牝5,55.0,坂井 瑠星,0:55.7,ハナ,,33.6,490(+20),矢作 芳人,1
2024年7月28日（日曜） 2回新潟2日,10,2,4,ジャスパークローネ,牡5,58.0,団野 大成,0:55.9,１ 1/4,,33.6,486(-2),森 秀行,7
2024年7月28日（日曜） 2回新潟2日,11,3,5,マウンテンムスメ,牝6,55.0,藤田 菜七子,0:56.0,クビ,,34.2,482(+2),天間 昭一,9
2024年7月28日（日曜） 2回新潟2日,12,1,2,ショウナンマッハ,せん5,57.0,石橋 脩,0:56.2,１ 1/2,,33.7,488(-8),茶木 太樹,11
2024年7月28日（日曜） 2回新潟2日,13,4,7,ハギノメーテル,牝5,55.0,藤懸 貴志,0:56.3,クビ,,32.9,476(-8),寺島 良,18
2024年7月28日（日曜） 2回新潟2日,14,7,14,デュアリスト,牡6,57.0,小沢 大仁,0:56.3,クビ,,33.7,514(+2),福永 祐一,10
2024年7月28日（日曜） 2回新潟2日,15,5,9,グレイトゲイナー,牡7,57.0,笹川 翼,0:56.4,クビ,,33.8,474(0),森 秀行,12
2024年7月28日（日曜） 2回新潟2日,16,5,10,ファイアダンサー,牝6,55.0,戸崎 圭太,0:56.4,クビ,,33.6,466(-2),鈴木 慎太郎,4
2024年7月28日（日曜） 2回新潟2日,17,4,8,マイヨアポア,牝6,55.0,石川 裕紀人,0:56.4,クビ,,33.4,488(-6),和田 正一郎,6
