0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2024年2月25日（日曜） 1回阪神2日,18,8,17,カリボール,牡8,57.0,和田 竜二,1:24.4,１ 1/2,812,38.4,496(+2),西村 真幸,18
2024年3月2日（土曜） 2回中山3日,1,8,15,トウシンマカオ,牡5,57.0,横山 武史,1:08.0,,55,34.2,480(+12),高柳 瑞樹,1
2024年3月2日（土曜） 2回中山3日,2,5,10,ビッグシーザー,牡4,57.0,坂井 瑠星,1:08.2,１ 1/4,77,34.2,516(0),西園 正都,2
2024年3月2日（土曜） 2回中山3日,3,1,1,バースクライ,牝4,55.0,岩田 望来,1:08.2,ハナ,77,34.1,480(-10),千田 輝彦,3
2024年3月2日（土曜） 2回中山3日,4,1,2,ヨシノイースター,牡6,57.0,丸山 元気,1:08.2,アタマ,55,34.4,486(0),中尾 秀正,6
2024年3月2日（土曜） 2回中山3日,5,6,11,キミワクイーン,牝5,55.0,M.デムーロ,1:08.5,１ 3/4,97,34.3,454(+22),奥村 武,5
2024年3月2日（土曜） 2回中山3日,6,2,3,ショウナンハクラク,牡5,57.0,戸崎 圭太,1:08.6,クビ,1010,34.2,478(-2),松下 武士,11
2024年3月2日（土曜） 2回中山3日,7,2,4,グレイトゲイナー,牡7,57.0,三浦 皇成,1:08.6,ハナ,11,35.3,474(-2),森 秀行,9
2024年3月2日（土曜） 2回中山3日,8,3,5,マテンロウオリオン,牡5,57.0,津村 明秀,1:08.8,１ 1/4,1415,34.3,484(-4),昆 貢,10
2024年3月2日（土曜） 2回中山3日,9,4,8,バルサムノート,牡4,57.0,R.キング,1:08.8,ハナ,1615,34.1,494(-4),高野 友和,8
2024年3月2日（土曜） 2回中山3日,10,6,12,カイザーメランジェ,牡9,57.0,吉田 豊,1:08.8,ハナ,1414,34.3,488(+2),中野 栄治,16
2024年3月2日（土曜） 2回中山3日,11,7,13,ダディーズビビッド,牡6,57.0,浜中 俊,1:08.8,ハナ,1010,34.5,498(-12),千田 輝彦,7
2024年3月2日（土曜） 2回中山3日,12,7,14,オタルエバー,牡5,57.0,石川 裕紀人,1:08.8,ハナ,22,35.4,490(-4),中竹 和也,14
2024年3月2日（土曜） 2回中山3日,13,5,9,シュバルツカイザー,せん6,57.0,大野 拓弥,1:09.0,１ 1/4,1010,34.6,502(-6),大竹 正博,4
2024年3月2日（土曜） 2回中山3日,14,4,7,ジュビリーヘッド,牡7,57.0,横山 和生,1:09.0,クビ,33,35.4,478(-2),安田 隆行,12
2024年3月2日（土曜） 2回中山3日,15,3,6,ボンボヤージ,牝7,55.0,川須 栄彦,1:09.2,１ 1/4,1010,34.9,444(-4),梅田 智之,15
2024年3月2日（土曜） 2回中山3日,16,8,16,シナモンスティック,牝5,55.0,松岡 正海,1:09.4,１,33,35.9,476(-6),宗像 義忠,13
2024年3月2日（土曜） 1回阪神3日,1,3,6,スウィープフィート,牝3,55.0,武 豊,1:33.1,,1414,34.3,466(+4),庄野 靖志,5
2024年3月2日（土曜） 1回阪神3日,2,4,8,セキトバイースト,牝3,55.0,藤岡 佑介,1:33.3,１ 1/4,11,35.6,442(-10),四位 洋文,9
2024年3月2日（土曜） 1回阪神3日,3,6,11,ハワイアンティアレ,牝3,55.0,西村 淳也,1:33.4,１／２,1311,34.7,420(-2),松永 幹夫,15
2024年3月2日（土曜） 1回阪神3日,4,8,16,タガノエルピーダ,牝3,55.0,団野 大成,1:33.6,１ 1/2,33,35.6,440(+2),斉藤 崇史,1
2024年3月2日（土曜） 1回阪神3日,5,2,3,エポックヴィーナス,牝3,55.0,和田 竜二,1:33.6,ハナ,87,35.1,436(-2),新谷 功一,14
2024年3月2日（土曜） 1回阪神3日,6,3,5,ミラビリスマジック,牝3,55.0,田辺 裕信,1:33.7,クビ,44,35.4,442(-10),国枝 栄,3
2024年3月2日（土曜） 1回阪神3日,7,7,14,ラヴァンダ,牝3,55.0,松若 風馬,1:33.8,１／２,1111,35.2,476(-4),中村 直也,11
2024年3月2日（土曜） 1回阪神3日,8,5,10,ガルサブランカ,牝3,55.0,C.ルメール,1:33.8,クビ,87,35.3,444(-10),木村 哲也,4
2024年3月2日（土曜） 1回阪神3日,9,7,13,エラトー,牝3,55.0,B.ムルザバエフ,1:33.9,クビ,22,36.1,482(+2),上村 洋行,8
2024年3月2日（土曜） 1回阪神3日,10,5,9,スティールブルー,牝3,55.0,川田 将雅,1:33.9,クビ,44,35.6,430(0),宗像 義忠,2
2024年3月2日（土曜） 1回阪神3日,11,1,2,ラーンザロープス,牝3,55.0,横山 典弘,1:34.0,クビ,87,35.6,450(+6),武 幸四郎,6
2024年3月2日（土曜） 1回阪神3日,12,1,1,ブルーアイドガール,牝3,55.0,松山 弘平,1:34.0,ハナ,1111,35.3,426(-4),吉岡 辰弥,12
2024年3月2日（土曜） 1回阪神3日,13,2,4,ワイドラトゥール,牝3,55.0,北村 友一,1:34.0,アタマ,44,35.8,428(-2),藤原 英昭,7
2024年3月2日（土曜） 1回阪神3日,14,6,12,ショウナンマヌエラ,牝3,55.0,石橋 脩,1:34.1,３／４,1515,34.9,468(-6),高野 友和,10
2024年3月2日（土曜） 1回阪神3日,15,8,15,イツモニコニコ,牝3,55.0,田中 健,1:34.4,１ 1/2,77,36.0,484(-4),浜田 多実雄,16
2024年3月2日（土曜） 1回阪神3日,16,4,7,フルレゾン,牝3,55.0,鮫島 克駿,1:35.1,４,1616,35.2,430(-12),池添 学,13
2024年3月3日（日曜） 2回中山4日,1,6,7,コスモキュランダ,牡3,57.0,M.デムーロ,1:59.8,,9722,34.9,504(+6),加藤 士津八,6
2024年3月3日（日曜） 2回中山4日,2,5,5,シンエンペラー,牡3,57.0,川田 将雅,2:00.0,１ 1/4,4355,34.8,480(-2),矢作 芳人,3
2024年3月3日（日曜） 2回中山4日,3,7,8,シリウスコルト,牡3,57.0,三浦 皇成,2:00.2,１ 1/4,1111,35.5,482(+2),宗像 義忠,9
2024年3月3日（日曜） 2回中山4日,4,4,4,エコロレイズ,牡3,57.0,横山 和生,2:00.2,クビ,7777,34.8,498(-8),岩戸 孝樹,11
2024年3月3日（日曜） 2回中山4日,5,3,3,シュバルツクーゲル,牡3,57.0,西村 淳也,2:00.5,１ 3/4,2223,35.6,492(+18),鹿戸 雄一,5
2024年3月3日（日曜） 2回中山4日,6,6,6,トロヴァトーレ,牡3,57.0,C.ルメール,2:00.7,１,5556,35.5,496(+6),鹿戸 雄一,1
2024年3月3日（日曜） 2回中山4日,7,7,9,ダノンエアズロック,牡3,57.0,R.キング,2:00.7,ハナ,3343,35.7,504(+18),堀 宣行,2
2024年3月3日（日曜） 2回中山4日,8,1,1,アドミラルシップ,牡3,57.0,戸崎 圭太,2:00.9,１ 1/4,1111109,35.0,460(0),相沢 郁,7
2024年3月3日（日曜） 2回中山4日,9,8,10,ファビュラススター,牡3,57.0,横山 武史,2:01.0,１／２,6678,35.6,502(+4),萩原 清,4
2024年3月3日（日曜） 2回中山4日,10,8,11,ニシノフィアンス,牡3,57.0,内田 博幸,2:01.4,２ 1/2,77910,35.7,500(+2),竹内 正洋,8
2024年3月3日（日曜） 2回中山4日,11,2,2,レッドテリオス,牡3,57.0,津村 明秀,2:01.6,１ 1/2,10101010,35.8,466(0),古賀 慎明,10
2024年3月9日（土曜） 2回中山5日,1,4,7,コンクシェル,牝4,53.0,岩田 望来,1:49.0,,1111,36.2,474(+2),清水 久詞,5
2024年3月9日（土曜） 2回中山5日,2,7,14,ククナ,牝6,55.0,戸崎 圭太,1:49.1,１／２,121276,35.8,470(+2),栗田 徹,4
2024年3月9日（土曜） 2回中山5日,3,3,5,シンリョクカ,牝4,54.0,木幡 初也,1:49.1,アタマ,3353,35.9,464(0),竹内 正洋,6
2024年3月9日（土曜） 2回中山5日,4,8,15,フィールシンパシー,牝5,53.0,横山 琉人,1:49.3,１,2222,36.5,456(+4),小島 茂之,11
2024年3月9日（土曜） 2回中山5日,5,6,11,コスタボニータ,牝5,55.0,西村 淳也,1:49.3,ハナ,6556,36.1,470(+2),杉山 佳明,3
2024年3月9日（土曜） 2回中山5日,6,1,1,タガノパッション,牝6,53.0,大野 拓弥,1:49.3,アタマ,991412,35.5,474(-8),武 幸四郎,9
2024年3月9日（土曜） 2回中山5日,7,2,3,クリノプレミアム,牝7,55.5,松岡 正海,1:49.4,１／２,67910,36.0,484(-2),伊藤 伸一,12
2024年3月9日（土曜） 2回中山5日,8,5,10,アレグロモデラート,牝5,50.0,木幡 巧也,1:49.4,アタマ,15151111,35.8,488(+4),武井 亮,10
2024年3月9日（土曜） 2回中山5日,9,7,13,フィアスプライド,牝6,56.0,C.ルメール,1:49.4,アタマ,10923,36.6,478(0),国枝 栄,1
2024年3月9日（土曜） 2回中山5日,10,6,12,ルージュエクレール,牝5,52.0,菅原 明良,1:49.5,１／２,12121114,35.9,430(+2),萩原 清,13
2024年3月9日（土曜） 2回中山5日,11,8,16,ラヴェル,牝4,54.0,横山 武史,1:49.6,１／２,8896,36.2,458(0),矢作 芳人,7
2024年3月9日（土曜） 2回中山5日,12,3,6,グランスラムアスク,牝5,52.0,古川 奈穂,1:49.6,クビ,3576,36.3,462(-14),矢作 芳人,16
2024年3月9日（土曜） 2回中山5日,13,1,2,ルージュリナージュ,牝5,53.0,丸田 恭介,1:49.7,クビ,1091112,36.1,446(-2),宗像 義忠,8
2024年3月9日（土曜） 2回中山5日,14,2,4,キタウイング,牝4,53.0,杉原 誠人,1:49.9,１ 1/4,12121515,35.8,438(+4),小島 茂之,15
2024年3月9日（土曜） 2回中山5日,15,5,9,ファンタジア,牝5,51.0,原 優介,1:50.0,３／４,15151615,35.7,500(+2),堀 宣行,14
2024年3月9日（土曜） 2回中山5日,16,4,8,ヒップホップソウル,牝4,55.0,北村 宏司,1:50.8,５,3323,38.0,496(+6),木村 哲也,2
2024年3月9日（土曜） 1回阪神5日,1,4,4,マイネルグロン,牡6,62.0,石神 深一,4:23.9,,4321,13.5,516(0),青木 孝文,1
2024年3月9日（土曜） 1回阪神5日,2,8,10,エコロデュエル,牡5,60.0,草野 太郎,4:25.1,７,8855,13.6,476(+2),岩戸 孝樹,5
2024年3月9日（土曜） 1回阪神5日,3,7,8,ロックユー,せん6,60.0,西谷 誠,4:26.1,６,6656,13.6,448(+10),中内田 充正,2
2024年3月9日（土曜） 1回阪神5日,4,6,6,ニシノデイジー,牡8,62.0,五十嵐 雄祐,4:26.4,１ 3/4,1123,13.7,506(+2),高木 登,3
2024年3月9日（土曜） 1回阪神5日,5,5,5,トライフォーリアル,せん7,60.0,中村 将之,4:26.8,２ 1/2,6677,13.7,490(0),萩原 清,10
2024年3月9日（土曜） 1回阪神5日,6,8,9,ワンダークローバー,牡6,60.0,高田 潤,4:26.8,ハナ,8897,13.7,470(-8),森田 直行,9
2024年3月9日（土曜） 1回阪神5日,7,7,7,ネビーイーム,牡6,60.0,小牧 加矢太,4:26.9,１／２,2212,13.7,534(+4),佐々木 晶三,8
2024年3月9日（土曜） 1回阪神5日,8,1,1,ジェミニキング,せん8,61.0,小野寺 祐太,4:27.1,１ 1/4,5589,13.7,492(0),庄野 靖志,4
2024年3月9日（土曜） 1回阪神5日,9,2,2,エイシンクリック,牡10,61.0,黒岩 悠,4:29.4,大差,10101010,13.8,480(+4),坂口 智康,7
2024年3月9日（土曜） 1回阪神5日,中止,3,3,マッスルビーチ,牡8,60.0,森 一馬,,,3343,,486(-14),鈴木 孝志,6
2024年3月10日（日曜） 1回阪神6日,1,3,4,エトヴプレ,牝3,55.0,藤岡 佑介,1:20.1,,11,35.1,458(-4),藤岡 健一,11
2024年3月10日（日曜） 1回阪神6日,2,1,1,コラソンビート,牝3,55.0,横山 武史,1:20.2,３／４,55,34.9,442(+4),加藤 士津八,1
2024年3月10日（日曜） 1回阪神6日,3,4,7,セシリエプラージュ,牝3,55.0,M.デムーロ,1:20.4,１ 1/2,810,34.7,410(+4),中村 直也,12
2024年3月10日（日曜） 1回阪神6日,4,2,3,バウンシーステップ,牝3,55.0,菱田 裕二,1:20.5,クビ,88,34.9,462(+6),高橋 亮,2
2024年3月10日（日曜） 1回阪神6日,5,8,15,オメガウインク,牝3,55.0,岩田 望来,1:20.7,１ 1/4,1413,34.6,466(-4),大和田 成,8
2024年3月10日（日曜） 1回阪神6日,6,2,2,ロゼフレア,牝3,55.0,団野 大成,1:20.7,ハナ,88,35.2,452(+8),中村 直也,5
2024年3月10日（日曜） 1回阪神6日,7,3,5,カルチャーデイ,牝3,55.0,酒井 学,1:20.8,１／２,65,35.5,410(-6),四位 洋文,4
2024年3月10日（日曜） 1回阪神6日,7,6,10,ドナベティ,牝3,55.0,坂井 瑠星,1:20.8,同着,1312,35.0,420(+4),矢作 芳人,7
2024年3月10日（日曜） 1回阪神6日,9,6,11,マーシーラン,牝3,55.0,和田 竜二,1:20.8,クビ,65,35.4,450(-4),渡辺 薫彦,10
2024年3月10日（日曜） 1回阪神6日,10,5,9,レディマリオン,牝3,55.0,B.ムルザバエフ,1:20.9,３／４,1110,35.1,432(-6),長谷川 浩大,6
2024年3月10日（日曜） 1回阪神6日,11,7,13,ポエットリー,牝3,55.0,永島 まなみ,1:20.9,ハナ,1113,35.0,460(+2),平田 修,13
2024年3月10日（日曜） 1回阪神6日,12,4,6,シカゴスティング,牝3,55.0,鮫島 克駿,1:21.0,アタマ,22,35.9,440(+12),庄野 靖志,3
2024年3月10日（日曜） 1回阪神6日,13,7,12,ジューンブレア,牝3,55.0,武 豊,1:21.5,３,22,36.4,476(0),武 英智,9
2024年3月10日（日曜） 1回阪神6日,14,5,8,オアシスドール,牝3,55.0,松若 風馬,1:23.8,大差,22,38.7,446(-2),高柳 大輔,14
2024年3月10日（日曜） 1回阪神6日,除外,8,14,キャンシーエンゼル,牝3,55.0,松山 弘平,,,,,458(+4),鈴木 孝志,
2024年3月10日（日曜） 1回中京2日,1,4,4,プログノーシス,牡6,58.0,川田 将雅,1:57.6,,111085,34.3,480(+9),中内田 充正,2
2024年3月10日（日曜） 1回中京2日,2,3,3,ドゥレッツァ,牡4,59.0,C.ルメール,1:58.4,５,9865,35.0,472(+4),尾関 知人,1
2024年3月10日（日曜） 1回中京2日,3,5,6,ヨーホーレイク,牡6,57.0,藤岡 康太,1:58.5,１,2332,35.4,522(+14),友道 康夫,6
2024年3月10日（日曜） 1回中京2日,4,8,12,ハヤヤッコ,牡8,57.0,幸 英明,1:58.7,１ 1/2,11121110,35.0,490(+6),国枝 栄,8
2024年3月10日（日曜） 1回中京2日,5,7,10,アラタ,牡7,57.0,横山 典弘,1:58.7,アタマ,10111110,35.0,474(-6),和田 勇介,9
2024年3月10日（日曜） 1回中京2日,6,2,2,ワイドエンペラー,牡6,57.0,高杉 吏麒,1:58.8,クビ,13121313,34.7,504(+4),藤岡 健一,12
2024年3月10日（日曜） 1回中京2日,7,4,5,ブレイヴロッカー,牡4,57.0,丸山 元気,1:58.9,３／４,5535,35.6,466(-2),本田 優,10
2024年3月10日（日曜） 1回中京2日,8,7,11,エアサージュ,牡6,57.0,池添 謙一,1:59.2,１ 3/4,2111,36.3,530(-2),池添 学,5
2024年3月10日（日曜） 1回中京2日,9,8,13,レッドジェネシス,せん6,57.0,角田 大和,1:59.5,２,891010,35.8,498(-6),小林 真也,13
2024年3月10日（日曜） 1回中京2日,10,5,7,ヤマニンサルバム,牡5,57.0,三浦 皇成,2:00.0,３,2334,36.8,512(+10),中村 直也,3
2024年3月10日（日曜） 1回中京2日,11,6,8,バラジ,せん5,57.0,菅原 明良,2:00.2,１,5768,36.6,508(-4),鹿戸 雄一,11
2024年3月10日（日曜） 1回中京2日,12,6,9,ノッキングポイント,牡4,57.0,戸崎 圭太,2:00.3,３／４,5588,36.8,494(+2),木村 哲也,4
2024年3月10日（日曜） 1回中京2日,13,1,1,シーズンリッチ,牡4,57.0,吉田 隼人,2:01.3,６,1222,38.2,518(+26),久保田 貴士,7
2024年3月16日（土曜） 2回中山7日,1,5,5,ミアネーロ,牝3,55.0,津村 明秀,1:48.0,,7776,35.4,472(-6),林 徹,2
2024年3月16日（土曜） 2回中山7日,2,7,9,ホーエリート,牝3,55.0,原 優介,1:48.1,３／４,7876,35.6,460(-8),田島 俊明,8
2024年3月16日（土曜） 2回中山7日,3,2,2,カンティアーモ,牝3,55.0,C.ルメール,1:48.2,クビ,109109,35.3,496(+14),木村 哲也,1
2024年3月16日（土曜） 2回中山7日,4,7,10,ラビットアイ,牝3,55.0,横山 典弘,1:48.2,クビ,10111111,35.0,474(-2),鈴木 孝志,4
2024年3月16日（土曜） 2回中山7日,5,6,8,エルフストラック,牝3,55.0,石川 裕紀人,1:48.2,ハナ,1111,36.2,474(-4),中村 直也,9
2024年3月16日（土曜） 2回中山7日,6,5,6,カニキュル,牝3,55.0,戸崎 圭太,1:48.3,クビ,9999,35.6,500(+4),菊沢 隆徳,3
2024年3月16日（土曜） 2回中山7日,7,4,4,テリオスサラ,牝3,55.0,石橋 脩,1:48.4,１／２,3334,36.1,474(+2),高柳 瑞樹,5
2024年3月16日（土曜） 2回中山7日,8,6,7,マルコタージュ,牝3,55.0,杉原 誠人,1:48.6,１ 1/4,12121211,35.3,452(0),小島 茂之,10
2024年3月16日（土曜） 2回中山7日,9,8,12,フォーザボーイズ,牝3,55.0,横山 和生,1:48.9,２,6634,36.6,422(-4),加藤 征弘,6
2024年3月16日（土曜） 2回中山7日,10,3,3,スティックバイミー,牝3,55.0,菅原 明良,1:50.0,７,3336,37.6,446(-12),伊藤 大士,12
2024年3月16日（土曜） 2回中山7日,11,8,11,テリオスルル,牝3,55.0,松岡 正海,1:50.3,１ 1/2,2222,38.2,460(-2),田島 俊明,11
2024年3月16日（土曜） 2回中山7日,12,1,1,ヒラボクミニー,牝3,55.0,田辺 裕信,1:50.4,１／２,3332,38.0,466(+10),村田 一誠,7
2024年3月16日（土曜） 1回中京3日,1,8,15,ダノンマッキンリー,牡3,57.0,北村 友一,1:20.2,,1414,33.6,468(0),藤原 英昭,7
2024年3月16日（土曜） 1回中京3日,2,3,6,オーキッドロマンス,牡3,57.0,内田 博幸,1:20.3,１／２,11,34.8,482(-4),手塚 貴久,5
2024年3月16日（土曜） 1回中京3日,3,5,9,ソンシ,牡3,57.0,川田 将雅,1:20.6,２,55,34.7,478(-8),中内田 充正,1
2024年3月16日（土曜） 1回中京3日,4,6,11,ナムラアトム,牡3,57.0,浜中 俊,1:20.8,１,44,35.0,484(-6),長谷川 浩大,6
2024年3月16日（土曜） 1回中京3日,5,1,1,ロジリオン,牡3,57.0,三浦 皇成,1:20.8,アタマ,107,34.6,488(0),古賀 慎明,2
2024年3月16日（土曜） 1回中京3日,6,7,14,アンクルクロス,牡3,57.0,長岡 禎仁,1:20.9,１／２,67,34.8,462(0),高橋 亮,15
2024年3月16日（土曜） 1回中京3日,7,1,2,フェンダー,牡3,57.0,西村 淳也,1:20.9,ハナ,65,35.0,516(+10),斉藤 崇史,14
2024年3月16日（土曜） 1回中京3日,8,6,12,エンヤラヴフェイス,牡3,57.0,菊沢 一樹,1:20.9,クビ,1212,34.5,488(0),森田 直行,13
2024年3月16日（土曜） 1回中京3日,9,3,5,シュトラウス,牡3,57.0,北村 宏司,1:21.0,１／２,1716,34.1,520(+10),武井 亮,3
2024年3月16日（土曜） 1回中京3日,10,8,16,タイキヴァンクール,牡3,57.0,吉田 隼人,1:21.1,クビ,1516,34.2,508(+2),中尾 秀正,12
2024年3月16日（土曜） 1回中京3日,11,2,3,サトミノキラリ,牡3,57.0,横山 武史,1:21.1,ハナ,1212,34.7,464(+8),鈴木 伸尋,4
2024年3月16日（土曜） 1回中京3日,12,4,8,キャプテンネキ,牝3,55.0,松山 弘平,1:21.2,１／２,22,35.6,530(0),杉山 晴紀,10
2024年3月16日（土曜） 1回中京3日,13,4,7,ハクサンイーグル,牡3,57.0,丸山 元気,1:21.4,１ 1/4,97,35.3,470(-10),土田 稔,17
2024年3月16日（土曜） 1回中京3日,14,7,13,エイムフォーエース,牡3,57.0,本田 正重,1:21.5,１／２,1514,34.9,430(0),山下 貴之,9
2024年3月16日（土曜） 1回中京3日,15,5,10,ヴァルドルチャ,牡3,57.0,団野 大成,1:21.6,１／２,1011,35.3,452(-4),田中 博康,11
2024年3月16日（土曜） 1回中京3日,16,2,4,クリスアーサー,牡3,57.0,幸 英明,1:21.6,クビ,22,35.9,504(-8),渡辺 薫彦,8
2024年3月16日（土曜） 1回中京3日,17,8,17,ミルテンベルク,牡3,57.0,藤岡 康太,1:21.9,１ 3/4,67,35.8,474(-2),武 英智,16
2024年3月17日（日曜） 2回中山8日,1,4,4,シックスペンス,牡3,57.0,C.ルメール,1:49.4,,3333,33.3,492(-4),国枝 栄,1
2024年3月17日（日曜） 2回中山8日,2,7,7,アレグロブリランテ,牡3,57.0,横山 和生,1:50.0,３ 1/2,1111,34.3,470(0),上原 佑紀,9
2024年3月17日（日曜） 2回中山8日,3,2,2,ルカランフィースト,牡3,57.0,横山 武史,1:50.1,１,4444,33.9,462(+2),鹿戸 雄一,4
2024年3月17日（日曜） 2回中山8日,4,5,5,チャンネルトンネル,牡3,57.0,松岡 正海,1:50.1,ハナ,5444,33.8,480(0),堀内 岳志,6
2024年3月17日（日曜） 2回中山8日,4,8,9,コスモブッドレア,牡3,57.0,石川 裕紀人,1:50.1,同着,2222,34.2,480(-2),小野 次郎,7
2024年3月17日（日曜） 2回中山8日,6,8,10,スティンガーグラス,牡3,57.0,戸崎 圭太,1:50.2,１／２,8888,33.4,470(+6),木村 哲也,8
2024年3月17日（日曜） 2回中山8日,7,6,6,ペッレグリーニ,牡3,57.0,岩田 康誠,1:50.3,クビ,6666,33.7,452(0),手塚 貴久,5
2024年3月17日（日曜） 2回中山8日,8,7,8,ログラール,牡3,57.0,北村 友一,1:50.3,ハナ,6666,33.7,480(+10),松永 幹夫,10
2024年3月17日（日曜） 2回中山8日,9,3,3,ウォーターリヒト,牡3,57.0,幸 英明,1:50.3,クビ,9888,33.5,462(+4),河内 洋,2
2024年3月17日（日曜） 2回中山8日,10,1,1,ジュンゴールド,牡3,57.0,坂井 瑠星,1:50.6,２,9101010,33.4,482(-8),友道 康夫,3
2024年3月17日（日曜） 1回阪神8日,1,4,6,テーオーロイヤル,牡6,57.0,菱田 裕二,3:06.8,,3333,34.8,458(+6),岡田 稲男,2
2024年3月17日（日曜） 1回阪神8日,2,5,9,ワープスピード,牡5,57.0,川田 将雅,3:07.6,５,111155,35.4,502(-2),高木 登,6
2024年3月17日（日曜） 1回阪神8日,3,2,2,ブローザホーン,牡5,58.0,菅原 明良,3:07.6,クビ,5555,35.3,426(0),吉岡 辰弥,1
2024年3月17日（日曜） 1回阪神8日,4,1,1,プリュムドール,牝6,55.0,和田 竜二,3:07.8,１,88107,35.3,474(-8),奥村 豊,7
2024年3月17日（日曜） 1回阪神8日,5,6,11,ゴールデンスナップ,牝4,54.0,浜中 俊,3:08.0,１ 1/4,12111111,35.3,452(-4),田中 克典,8
2024年3月17日（日曜） 1回阪神8日,6,6,10,サヴォーナ,牡4,56.0,池添 謙一,3:08.1,３／４,5587,35.6,536(+2),中竹 和也,3
2024年3月17日（日曜） 1回阪神8日,7,7,12,ディープボンド,牡7,57.0,岩田 望来,3:08.1,ハナ,3333,36.1,510(+10),大久保 龍志,5
2024年3月17日（日曜） 1回阪神8日,8,5,8,メイショウブレゲ,牡5,57.0,酒井 学,3:08.2,３／４,13131311,35.4,474(0),本田 優,10
2024年3月17日（日曜） 1回阪神8日,9,3,4,ジャンカズマ,牡6,57.0,小沢 大仁,3:08.2,ハナ,1121,36.5,494(+2),小栗 実,13
2024年3月17日（日曜） 1回阪神8日,10,8,15,ショウナンバシット,牡4,56.0,M.デムーロ,3:08.7,３,8887,36.2,498(-2),須貝 尚介,11
2024年3月17日（日曜） 1回阪神8日,11,7,13,シルヴァーソニック,牡8,57.0,武 豊,3:09.0,１ 1/2,5557,36.7,454(-8),池江 泰寿,4
2024年3月17日（日曜） 1回阪神8日,12,2,3,ディアスティマ,牡7,57.0,B.ムルザバエフ,3:09.0,クビ,2212,37.2,496(-4),高野 友和,9
2024年3月17日（日曜） 1回阪神8日,13,3,5,ユーキャンスマイル,牡9,57.0,荻野 琢真,3:09.6,３ 1/2,1081113,36.7,518(0),友道 康夫,12
2024年3月17日（日曜） 1回阪神8日,14,4,7,アンタンスルフレ,せん6,57.0,岡部 誠,3:10.1,２ 1/2,13131415,36.3,452(-8),角田 輝也,14
2024年3月17日（日曜） 1回阪神8日,15,8,14,ゼーゲン,せん9,57.0,松若 風馬,3:10.1,クビ,15151414,36.5,414(+2),堀 宣行,15
2024年3月23日（土曜） 3回中山1日,1,6,6,シュトルーヴェ,せん5,57.0,鮫島 克駿,2:31.4,,9886,35.3,480(-6),堀 宣行,4
2024年3月23日（土曜） 3回中山1日,2,8,10,クロミナンス,牡7,57.0,戸崎 圭太,2:31.5,１／２,6676,35.6,492(-4),尾関 知人,2
2024年3月23日（土曜） 3回中山1日,3,5,5,マイネルウィルトス,牡8,57.0,横山 武史,2:31.6,３／４,6654,35.8,484(-4),宮 徹,3
2024年3月23日（土曜） 3回中山1日,4,2,2,マテンロウレオ,牡5,57.0,横山 典弘,2:31.6,ハナ,1111,36.4,480(-8),昆 貢,5
2024年3月23日（土曜） 3回中山1日,5,8,9,ボッケリーニ,牡8,57.0,浜中 俊,2:31.7,クビ,4433,36.2,470(0),池江 泰寿,1
2024年3月23日（土曜） 3回中山1日,6,7,8,アドマイヤハレー,牡6,57.0,丹内 祐次,2:31.8,３／４,8822,36.4,478(+4),宮田 敬介,7
2024年3月23日（土曜） 3回中山1日,7,1,1,ヒートオンビート,牡7,58.0,石川 裕紀人,2:32.2,２ 1/2,2234,36.6,474(+2),友道 康夫,6
2024年3月23日（土曜） 3回中山1日,8,4,4,サザンナイツ,せん6,57.0,津村 明秀,2:32.4,１ 1/4,3356,36.6,450(-6),林 徹,9
2024年3月23日（土曜） 3回中山1日,9,7,7,ウインエアフォルク,牡7,57.0,原 優介,2:32.6,１ 1/2,10101010,36.1,484(+4),根本 康広,10
2024年3月23日（土曜） 3回中山1日,10,3,3,ホウオウリアリティ,牡6,57.0,大野 拓弥,2:32.6,ハナ,4489,36.5,490(+4),高木 登,8
2024年3月23日（土曜） 2回阪神1日,1,4,4,メイショウタバル,牡3,57.0,坂井 瑠星,1:46.0,,11,34.4,500(0),石橋 守,5
2024年3月23日（土曜） 2回阪神1日,2,1,1,ノーブルロジャー,牡3,57.0,川田 将雅,1:47.0,６,22,35.3,478(-6),吉岡 辰弥,1
2024年3月23日（土曜） 2回阪神1日,3,3,3,ベラジオボンド,牡3,57.0,岩田 望来,1:47.1,クビ,44,35.1,478(+2),上村 洋行,4
2024年3月23日（土曜） 2回阪神1日,4,7,7,ファーヴェント,牡3,57.0,松山 弘平,1:47.3,１ 1/4,77,35.2,502(-2),藤原 英昭,7
2024年3月23日（土曜） 2回阪神1日,5,7,8,スマートワイス,牡3,57.0,武 豊,1:47.3,ハナ,44,35.3,476(0),大久保 龍志,8
2024年3月23日（土曜） 2回阪神1日,6,8,9,サトノシュトラーセ,牡3,57.0,藤岡 康太,1:47.3,ハナ,77,35.1,516(+10),友道 康夫,3
2024年3月23日（土曜） 2回阪神1日,7,2,2,ルシフェル,牝3,55.0,B.ムルザバエフ,1:47.7,２ 1/2,44,35.7,484(0),斉藤 崇史,6
2024年3月23日（土曜） 2回阪神1日,8,8,10,ニュージーズ,牡3,57.0,C.ルメール,1:48.3,３ 1/2,77,36.1,490(+2),木村 哲也,2
2024年3月23日（土曜） 2回阪神1日,9,6,6,ナイトスラッガー,牡3,57.0,池添 謙一,1:48.5,１ 1/4,22,36.8,518(-6),小栗 実,10
